,w,h,label
410,303.999938965,478.999938965,False
411,479.0,368.0,True
412,479.0,639.0,False
413,479.0,356.0,False
414,566.99987793,478.999938965,True
415,479.0,639.0,False
416,479.0,639.0,False
417,479.0,639.0,False
418,479.0,639.0,False
419,618.0,479.0,True
420,479.0,611.0,False
421,479.0,639.0,False
422,479.0,382.0,True
423,479.0,585.0,False
424,479.0,532.0,True
425,479.0,639.0,False
426,479.0,639.0,False
427,479.0,212.0,False
428,479.0,639.0,False
429,479.0,639.0,False
430,479.0,639.0,False
431,479.0,639.0,False
432,479.0,639.0,False
433,479.0,639.0,False
434,479.0,639.0,False
435,479.0,567.0,True
436,479.0,610.0,False
437,560.99987793,478.999938965,True
438,519.0,479.0,True
439,612.99987793,478.999938965,True
440,513.99987793,478.999938965,True
441,479.0,265.0,False
442,223.368865967,127.78754425,False
443,515.499206543,325.690185547,False
444,479.0,639.0,False
445,479.0,639.0,False
446,479.0,639.0,False
447,378.304077148,793.442260742,False
448,478.999938965,638.99987793,False
449,479.0,639.0,False
450,479.0,639.0,False
451,479.0,639.0,False
452,479.0,639.0,False
453,59.4979171753,174.11076355,False
454,479.0,639.0,False
455,479.0,639.0,False
456,479.0,639.0,False
457,478.999938965,638.99987793,False
458,479.0,639.0,False
459,479.0,639.0,False
460,91.0,39.0,False
461,479.0,639.0,False
462,479.0,639.0,False
463,479.0,639.0,False
464,167.382751465,483.113098145,False
465,408.999938965,312.999938965,True
466,374.999938965,280.999938965,False
467,479.0,639.0,False
468,479.0,529.0,True
469,479.0,639.0,False
470,346.643157959,736.056945801,False
471,479.0,447.0,True
472,186.0,344.0,False
473,315.0,526.0,False
474,286.0,492.0,False
475,292.0,497.0,False
476,479.0,639.0,False
477,639.0,263.0,False
478,639.0,178.0,False
479,479.0,438.0,True
480,401.0,502.0,False
481,308.0,279.0,True
482,413.0,639.0,False
483,479.0,375.0,True
484,479.0,614.0,False
485,161.0,151.0,True
486,479.0,639.0,False
487,479.0,639.0,False
488,479.0,639.0,False
489,479.0,639.0,False
490,479.0,639.0,False
491,479.0,639.0,False
492,169.0,317.0,False
493,163.0,387.0,False
494,148.0,581.0,False
495,372.0,639.0,False
496,329.0,372.0,True
497,284.0,639.0,False
498,162.0,639.0,False
499,638.99987793,268.999938965,False
500,450.0,284.0,False
501,260.0,91.0,False
502,639.0,252.0,False
503,375.0,304.0,True
504,393.0,179.0,False
505,400.427642822,251.343475342,False
506,359.226989746,235.581207275,False
507,281.770019531,185.709823608,False
508,280.396179199,185.440765381,False
509,280.953887939,185.566101074,False
510,280.1378479,185.782943726,False
511,280.145721436,186.19871521,False
512,281.621582031,185.890350342,False
513,280.072479248,185.635314941,False
514,323.999938965,352.999938965,True
515,335.0,348.0,True
516,245.0,412.0,False
517,365.584014893,226.833221436,False
518,240.0,250.0,True
519,301.428314209,188.851226807,False
520,287.0,209.0,False
521,228.0,271.0,True
522,243.0,297.0,False
523,294.0,247.0,True
524,273.147857666,197.794372559,False
525,272.944488525,198.201080322,False
526,272.445220947,200.174072266,False
527,340.432281494,265.614013672,True
528,246.0,296.0,False
529,238.0,363.0,False
530,270.999938965,303.999938965,True
531,331.999938965,332.999938965,True
532,324.0,321.0,True
533,417.0,324.0,True
534,334.332824707,182.519226074,False
535,332.809020996,181.603515625,False
536,334.097686768,181.42590332,False
537,223.0,328.0,False
538,302.0,328.0,True
539,346.825927734,184.569610596,False
540,442.0,328.0,False
541,400.0,328.0,True
542,439.0,328.0,False
543,435.0,329.0,False
544,328.999938965,436.999938965,False
545,334.378051758,181.7996521,False
546,330.481811523,180.141281128,False
547,310.807373047,312.919372559,True
548,319.697296143,178.970077515,False
549,316.008911133,178.703567505,False
550,316.819854736,179.305709839,False
551,323.196472168,178.984420776,False
552,323.683654785,179.098297119,False
553,324.441925049,178.788772583,False
554,319.0,303.0,True
555,319.0,307.0,True
556,326.975921631,181.842651367,False
557,325.0,373.0,True
558,332.133911133,180.539001465,False
559,310.0,326.0,True
560,316.765289307,177.746322632,False
561,286.0,325.0,True
562,361.522003174,259.719238281,False
563,479.0,639.0,False
564,239.999969482,249.999969482,True
565,479.0,639.0,False
566,298.374542236,192.441177368,False
567,223.0,243.0,True
568,183.0,228.0,False
569,181.0,215.0,True
570,409.0,479.0,True
571,417.0,479.0,True
572,409.0,479.0,True
573,298.492279053,193.875228882,False
574,299.122375488,213.324310303,False
575,299.999938965,211.999969482,False
576,285.459503174,187.891983032,False
577,222.0,382.0,False
578,230.0,414.0,False
579,219.999969482,121.999984741,False
580,109.0,183.0,False
581,108.0,180.0,False
582,266.694335938,179.738052368,False
583,443.99887085,347.865692139,True
584,287.78036499,181.848098755,False
585,268.100494385,179.587387085,False
586,639.0,349.0,False
587,268.749420166,180.788085938,False
588,268.931213379,179.599822998,False
589,268.548828125,180.166015625,False
590,638.99987793,348.999938965,False
591,238.014724731,384.026672363,False
592,269.766906738,180.313812256,False
593,268.853790283,180.365829468,False
594,277.369049072,180.336242676,False
595,328.0,383.0,True
596,327.0,401.0,False
597,363.0,479.0,False
598,268.536590576,184.59286499,False
599,268.953887939,184.610321045,False
600,361.999938965,286.999938965,True
601,371.0,257.0,False
602,261.577026367,392.519165039,False
603,319.999938965,262.999938965,True
604,256.0,305.0,True
605,257.933868408,190.706420898,False
606,258.786071777,191.17829895,False
607,256.415679932,191.552597046,False
608,309.360595703,224.016235352,False
609,304.999938965,282.999938965,True
610,251.0,290.0,True
611,236.999969482,291.999938965,False
612,187.999969482,288.999938965,False
613,237.0,216.0,True
614,172.0,255.0,False
615,205.0,355.0,False
616,479.0,639.0,False
617,479.0,639.0,False
618,479.0,639.0,False
619,152.0,603.0,False
620,267.106079102,617.367126465,False
621,351.0,552.0,False
622,479.0,639.0,False
623,479.0,639.0,False
624,201.770355225,515.071411133,False
625,479.0,639.0,False
626,479.0,639.0,False
627,157.0,514.0,False
628,479.0,639.0,False
629,267.767089844,280.014587402,True
630,580.0,479.0,True
631,573.0,479.0,True
632,479.0,585.0,False
633,479.0,639.0,False
634,479.0,639.0,False
635,479.0,514.0,True
636,479.0,639.0,False
637,584.0,479.0,True
638,466.999938965,478.999938965,True
639,412.0,479.0,True
640,578.0,479.0,True
641,479.0,639.0,False
642,479.0,639.0,False
643,478.999938965,638.99987793,False
644,479.0,584.0,False
645,587.99987793,478.999938965,True
646,479.0,573.0,False
647,479.0,578.0,False
648,479.0,572.0,True
649,535.99987793,478.999938965,True
650,533.99987793,478.999938965,True
651,479.0,639.0,False
652,478.999938965,638.99987793,False
653,534.0,479.0,True
654,573.150024414,186.688262939,False
655,479.0,457.0,True
656,479.0,639.0,False
657,309.999938965,478.999938965,False
658,458.0,479.0,True
659,452.0,479.0,True
660,479.0,639.0,False
661,612.0,479.0,True
662,479.0,639.0,False
663,479.0,639.0,False
664,538.0,479.0,True
665,639.0,254.0,False
666,479.0,639.0,False
667,558.0,479.0,True
668,479.0,625.0,False
669,410.474304199,645.647705078,False
670,346.999938965,327.999938965,True
671,479.0,639.0,False
672,479.0,476.0,True
673,461.0,639.0,False
674,279.0,227.0,True
675,479.0,639.0,False
676,479.0,639.0,False
677,479.0,639.0,False
678,479.0,639.0,False
679,479.0,639.0,False
680,193.352874756,563.14440918,False
681,251.0,127.0,False
682,251.999969482,127.999984741,False
683,247.0,211.0,True
684,310.0,168.0,False
685,408.0,126.0,False
686,365.0,81.0,False
687,244.999969482,225.999969482,True
688,255.0,168.0,False
689,260.0,95.0,False
690,479.0,639.0,False
691,120.0,39.0,False
692,479.0,203.0,False
693,479.0,182.0,False
694,433.0,180.0,False
695,248.0,118.0,False
696,479.0,639.0,False
697,479.0,639.0,False
698,500.999938965,424.999938965,True
699,444.0,544.0,False
700,479.0,540.0,True
701,479.0,510.0,True
702,479.0,375.0,True
703,424.639465332,330.856658936,True
704,293.475128174,177.424087524,False
705,442.481170654,286.213165283,False
706,329.999938965,386.999938965,True
707,330.0,387.0,True
708,365.0,424.0,True
709,310.999938965,358.999938965,True
710,243.999969482,345.999938965,False
711,247.0,285.0,True
712,330.279571533,199.419189453,False
713,292.661834717,274.16317749,True
714,235.067810059,284.896484375,False
715,239.166748047,284.575164795,True
716,235.0,285.0,False
717,241.247665405,284.479949951,True
718,236.067779541,285.896453857,False
719,240.208190918,284.617492676,True
720,238.23210144,285.522155762,False
721,288.840484619,232.482681274,True
722,238.12562561,285.76071167,False
723,252.868469238,281.550079346,True
724,328.830413818,199.381591797,False
725,479.0,367.0,True
726,369.0,242.0,False
727,306.450408936,197.176132202,False
728,279.255279541,187.865829468,False
729,333.615478516,199.292709351,False
730,243.0,285.0,True
731,236.999969482,284.999938965,False
732,239.0,285.0,True
733,238.0,285.0,False
734,291.651702881,194.544006348,False
735,240.0,285.0,True
736,268.611755371,467.855010986,False
737,462.0,332.0,False
738,479.0,276.0,False
739,341.944946289,193.109329224,False
740,292.720092773,184.574081421,False
741,479.0,276.0,False
742,467.0,275.0,False
743,285.408569336,184.363265991,False
744,267.0,273.0,True
745,479.0,275.0,False
746,479.0,315.0,False
747,277.506011963,184.573410034,False
748,270.0,272.0,True
749,346.900543213,201.929748535,False
750,275.0,272.0,True
751,273.449401855,218.248077393,True
752,279.269897461,212.245147705,False
753,273.417053223,217.227264404,True
754,294.237762451,191.897415161,False
755,276.824279785,215.609313965,True
756,294.241149902,191.26210022,False
757,275.485870361,216.452514648,True
758,247.009262085,260.837890625,True
759,279.404083252,210.513824463,False
760,272.698944092,217.182266235,True
761,294.380950928,191.543563843,False
762,274.449676514,217.443878174,True
763,247.724975586,260.332702637,True
764,273.347564697,217.300933838,True
765,280.486694336,210.671859741,False
766,295.114715576,190.820526123,False
767,276.293579102,214.449188232,True
768,294.679992676,192.439163208,False
769,278.059814453,213.785995483,True
770,294.522033691,190.275177002,False
771,276.686462402,215.470092773,True
772,276.445983887,214.793640137,True
773,243.201400757,253.459243774,True
774,278.550292969,211.204956055,False
775,273.366455078,217.319793701,True
776,291.808929443,191.218261719,False
777,276.73348999,214.672134399,True
778,293.730377197,191.543563843,False
779,275.293731689,215.5597229,True
780,275.351165771,216.487426758,True
781,274.267486572,217.394073486,True
782,280.296386719,211.764526367,False
783,274.675292969,217.376586914,True
784,248.5990448,259.99822998,True
785,273.498504639,219.2628479,True
786,220.0,272.0,False
787,246.890853882,260.602233887,True
788,293.650604248,191.057678223,False
789,277.173675537,213.56791687,True
790,294.166809082,191.768447876,False
791,276.032989502,222.181015015,True
792,268.477325439,249.819915771,True
793,479.0,367.0,True
794,479.0,340.0,False
795,317.783569336,185.721679688,False
796,318.804992676,187.386749268,False
797,336.015228271,189.514099121,False
798,306.999938965,478.999938965,False
799,366.999938965,478.999938965,False
800,479.0,368.0,True
801,255.909378052,248.221908569,True
802,295.114715576,191.768447876,False
803,279.440765381,212.597961426,False
804,277.081115723,216.421875,True
805,218.999969482,273.999938965,False
806,276.442443848,216.484329224,True
807,220.0,273.0,False
808,274.679962158,218.267303467,True
809,220.999176025,272.594726562,False
810,273.685943604,219.131744385,True
811,295.744171143,191.449951172,False
812,296.135437012,190.956573486,False
813,295.67300415,190.685348511,False
814,245.961273193,259.25088501,True
815,220.093185425,272.539489746,False
816,278.071258545,213.892425537,True
817,295.682128906,192.163894653,False
818,275.289337158,216.342697144,True
819,295.114715576,191.768447876,False
820,273.840118408,219.203567505,True
821,295.944885254,190.065704346,False
822,247.674545288,261.963439941,True
823,219.0,273.0,False
824,273.712341309,219.087509155,True
825,296.062652588,191.139038086,False
826,277.587554932,215.79776001,True
827,292.386108398,191.507797241,False
828,276.92791748,216.033355713,True
829,296.120391846,193.341171265,False
830,273.871948242,219.16293335,True
831,246.454986572,261.887512207,True
832,248.040771484,255.761245728,True
833,274.711914062,217.311172485,True
834,219.999969482,272.999938965,False
835,274.68347168,218.284194946,True
836,276.834655762,216.596389771,True
837,246.848083496,261.647338867,True
838,220.0,273.0,False
839,274.58972168,217.313796997,True
840,279.321044922,213.593826294,False
841,274.715209961,217.444442749,True
842,280.828155518,211.683731079,False
843,275.480529785,218.362762451,True
844,220.990325928,272.689025879,False
845,244.310180664,258.395141602,True
846,246.634887695,258.083984375,True
847,220.980712891,273.648193359,False
848,275.506744385,217.382873535,True
849,280.486236572,211.605377197,False
850,275.511932373,218.284194946,True
851,280.650115967,211.840164185,False
852,278.291809082,215.502609253,True
853,247.686660767,258.106323242,True
854,256.023742676,253.235183716,True
855,256.93927002,249.384597778,True
856,274.783172607,219.115905762,True
857,220.10168457,273.68270874,False
858,276.960998535,215.529373169,True
859,280.658935547,211.683624268,False
860,275.545196533,217.363632202,True
861,297.424621582,190.761184692,False
862,276.358642578,217.503295898,True
863,254.494415283,256.793212891,True
864,220.99949646,273.644744873,False
865,274.773468018,219.125610352,True
866,278.290405273,213.846359253,True
867,282.028533936,210.411148071,False
868,276.373199463,216.40953064,True
869,295.989135742,191.634017944,False
870,277.169708252,216.458190918,True
871,220.20135498,273.650787354,False
872,274.80456543,219.124481201,True
873,276.344360352,217.282745361,True
874,219.0,274.0,False
875,250.925979614,258.713104248,True
876,218.999969482,273.999938965,False
877,277.082824707,214.69593811,True
878,295.509094238,191.582901001,False
879,276.88482666,215.567443848,True
880,276.210144043,217.365783691,True
881,245.865325928,259.930175781,True
882,252.554733276,254.903945923,True
883,269.9402771,252.415283203,True
884,221.906417847,273.193939209,False
885,274.788513184,218.118041992,True
886,283.824890137,209.638381958,False
887,278.350860596,215.420837402,True
888,220.972015381,273.803070068,False
889,274.830810547,219.185043335,True
890,279.783721924,212.392059326,False
891,245.258148193,259.002624512,True
892,219.999969482,273.999938965,False
893,277.292297363,216.521682739,True
894,295.81463623,190.956573486,False
895,248.515625,255.53692627,True
896,220.045455933,273.679626465,False
897,275.452789307,218.277420044,True
898,220.962142944,273.360565186,False
899,277.408294678,216.452514648,True
900,247.82043457,262.082672119,True
901,248.230163574,255.257553101,True
902,295.294616699,191.500442505,False
903,244.026306152,258.854705811,True
904,221.074447632,273.735717773,False
905,244.582748413,260.071838379,True
906,221.0,274.0,False
907,250.049209595,257.065643311,True
908,254.016296387,249.433853149,True
909,295.81463623,191.582901001,False
910,277.827972412,214.518829346,True
911,293.569000244,192.530044556,False
912,242.536087036,260.732849121,True
913,281.149505615,213.903701782,False
914,245.775161743,259.002624512,True
915,279.683227539,255.416946411,True
916,280.888916016,212.677429199,False
917,246.635070801,260.092102051,True
918,219.0,274.0,False
919,246.637634277,252.455093384,True
920,220.065155029,273.54876709,False
921,275.335083008,217.317169189,True
922,249.332077026,258.486785889,True
923,255.933395386,252.490203857,True
924,279.227630615,254.733657837,True
925,287.192779541,255.621383667,True
926,278.218109131,253.690246582,True
927,313.854553223,258.626586914,True
928,552.734558105,444.362426758,True
929,565.078979492,422.329193115,False
930,524.0,434.0,True
931,301.0,371.0,False
932,479.0,639.0,False
933,479.0,639.0,False
934,479.0,639.0,False
935,479.0,639.0,False
936,479.0,639.0,False
937,479.0,639.0,False
938,479.0,639.0,False
939,479.0,639.0,False
940,479.0,639.0,False
941,479.0,639.0,False
942,479.0,639.0,False
943,479.0,639.0,False
944,479.0,639.0,False
945,479.0,639.0,False
946,479.0,639.0,False
947,479.0,639.0,False
948,479.0,639.0,False
949,479.0,639.0,False
950,479.0,639.0,False
951,479.0,639.0,False
952,479.0,639.0,False
953,479.0,639.0,False
954,479.0,639.0,False
955,479.0,639.0,False
956,479.0,639.0,False
957,479.0,639.0,False
958,479.0,639.0,False
959,479.0,639.0,False
960,216.0,55.0,False
961,365.0,240.0,False
962,370.0,279.0,False
963,356.0,287.0,True
964,397.0,298.0,False
965,343.999938965,296.999938965,True
966,332.792022705,272.604675293,True
967,271.0,297.0,True
968,344.0,297.0,True
969,344.0,297.0,True
970,386.0,292.0,False
971,463.0,278.0,False
972,591.015197754,305.255523682,False
973,552.200439453,320.24206543,False
974,467.0,414.0,True
975,418.487426758,261.574890137,False
976,507.202209473,298.84588623,False
977,465.999938965,478.999938965,True
978,586.38659668,365.297180176,False
979,306.0,333.0,True
980,306.999938965,397.999938965,False
981,306.999938965,293.999938965,True
982,274.0,294.0,True
983,275.0,295.0,True
984,344.0,388.0,True
985,335.999938965,280.999938965,True
986,141.999969482,327.999938965,False
987,325.0,263.0,True
988,221.0,279.0,False
989,140.0,72.0,False
990,231.0,177.0,True
991,257.0,182.0,False
992,269.0,316.0,True
993,249.999969482,309.999938965,False
994,305.0,384.0,False
995,353.0,386.0,True
996,479.0,427.0,True
997,479.0,278.0,False
998,479.0,369.0,True
999,385.0,479.0,False
1000,479.0,535.0,True
1001,479.0,603.0,False
1002,490.334747314,341.782043457,False
1003,447.0,479.0,True
1004,428.0,479.0,True
1005,391.999938965,478.999938965,False
1006,479.0,377.0,True
1007,479.0,366.0,False
1008,479.0,373.0,True
